연번,자치구,ID,정류소명,주소,행정동명,위도,경도
461,서구,2276,신세계백화점(화정중흥파크),광주광역시 서구 화정동 12-50,서구 화정동,35.1579818260658,126.881085765615
462,서구,2277,잿등(쌍촌역),광주광역시 서구 내방동 843,서구 내방동,35.1528584611895,126.870836537345
463,서구,2278,한국병원(상무1동주민센터),광주광역시 서구 쌍촌동 245-1,서구 쌍촌동,35.1570794792898,126.868694615929
464,서구,2279,해태아파트(기아자동차),광주광역시 서구 내방동 307-7,서구 내방동,35.1575364374922,126.874796088373
465,서구,2280,화정무등파크(화정중흥파크),광주광역시 서구 화정동 23-51,서구 화정동,35.1571746858668,126.879471260085
466,서구,2281,화정무등파크(해태아파트),광주광역시 서구 화정동 23-5,서구 화정동,35.1579658021273,126.879373838528
467,서구,2282,화정역(서석고),광주광역시 서구 화정동 791,서구 화정동,35.1531344334943,126.879111648088
468,서구,2283,화정중흥파크(서구보건소),광주광역시 서구 화정동 178-144,서구 화정동,35.1554020397745,126.88311815781
469,서구,2284,화정중흥파크(신세계백화점),광주광역시 서구 화정동 147-4,서구 화정동,35.15523034662,126.883509006509
470,서구,2285,화정현대아파트(화정역),광주광역시 서구 화정동 741-23,서구 화정동,35.1543220423833,126.876585541213
471,서구,2286,화정현대아파트(기아자동차),광주광역시 서구 화정동 791,서구 화정동,35.1531344334943,126.879111648088
472,서구,2287,광주광역시교육청(광덕고)(화정중),광주광역시 서구 화정동 657-37,서구 화정동,35.147649519311,126.879790165362
473,서구,2288,광주광역시교육청(광덕고)(화정사거리),광주광역시 서구 화정동 산 178-20,서구 화정동,35.1478519251253,126.880387516662
474,서구,2289,서석고(화정역),광주광역시 서구 화정동 791,서구 화정동,35.1531344334943,126.879111648088
475,서구,2290,염주맨션(염주사거리(동)),광주광역시 서구 화정동 870,서구 화정동,35.1430487425794,126.878296092048
476,서구,2292,주월초교(화정중),광주광역시 서구 화정동 1318,서구 화정동,35.1433093164834,126.883983698016
477,서구,2293,주월초교(월산마을),광주광역시 서구 화정동 1320,서구 화정동,35.1432027375485,126.883755930352
478,서구,2294,화정사거리(광덕고),광주광역시 서구 화정동 755-6,서구 화정동,35.1499912926963,126.87820399686
479,서구,2295,화정사거리(화정현대아파트),광주광역시 서구 화정동 791-4,서구 화정동,35.1500286362307,126.87841058883
480,서구,2296,화정역(잿등),광주광역시 서구 화정동 791,서구 화정동,35.1531344334943,126.879111648088
481,서구,2297,유니버시아드힐스테이트(화정중),광주광역시 서구 화정동 730-3,서구 화정동,35.1476089964342,126.884179299328
482,서구,2298,유니버시아드힐스테이트(농성파출소),광주광역시 서구 화정동 737-2,서구 화정동,35.1475095643131,126.884355463883
483,서구,2299,화정중(염주맨션),광주광역시 서구 화정동 647-7,서구 화정동,35.1446624743489,126.881873188617
484,서구,2300,화정중(화정주공),광주광역시 서구 화정동 635-4,서구 화정동,35.1453838110696,126.88231307199
485,서구,2301,서광주우체국(가톨릭대평생교육원),광주광역시 서구 화정동 899,서구 화정동,35.1470176116885,126.872078692953
486,서구,2302,서광주우체국(쌍촌시영아파트),광주광역시 서구 화정동 899,서구 화정동,35.1470176116885,126.872078692953
487,서구,2303,염주맨션(화정중),광주광역시 서구 화정동 831-6,서구 화정동,35.1431008623994,126.880034757964
488,서구,2304,염주사거리(동)(화정남초교),광주광역시 서구 화정동 826-14,서구 화정동,35.1429383176168,126.876064699676
489,서구,2305,염주사거리(동)(염주맨션),광주광역시 서구 화정동 870,서구 화정동,35.1430487425794,126.878296092048
490,서구,2306,염주사거리(서)(서광주우체국),광주광역시 서구 화정동 824-17,서구 화정동,35.1433438724539,126.874519567007
491,서구,2307,염주사거리(서)(염주주공),광주광역시 서구 화정동 863,서구 화정동,35.1413407943603,126.875410264478
492,서구,2308,염주초교(염주사거리(서)),광주광역시 서구 화정동 863,서구 화정동,35.1413407943603,126.875410264478
493,서구,2309,염주초교(염주체육관),광주광역시 서구 화정동 857,서구 화정동,,
494,서구,2310,염주체육관(럭키아파트),광주광역시 서구 화정동 863,서구 화정동,35.1413407943603,126.875410264478
495,서구,2311,염주체육관(원광대한방병원),광주광역시 서구 화정동 863,서구 화정동,35.1413407943603,126.875410264478
496,서구,2312,잿등(화정역),광주광역시 서구 화정동 750-1,서구 화정동,35.1514000349126,126.872685861431
497,서구,2313,럭키아파트(염주체육관),광주광역시 서구 화정동 858-2,서구 화정동,35.1372100416506,126.874632451691
498,서구,2314,럭키아파트(화정남초교),광주광역시 서구 화정동 888,서구 화정동,35.1383410645965,126.876381100874
499,서구,2315,화정남초교(럭키아파트),광주광역시 서구 화정동 932-1,서구 화정동,35.140014472957,126.870708583299
500,서구,2316,화정남초교(염주사거리(동)),광주광역시 서구 화정동 877,서구 화정동,35.1397901890361,126.873244470623
501,서구,2317,만호초교(금호한국아파트),광주광역시 서구 금호동 780,서구 금호동,35.1323051972995,126.857896805081
502,서구,2318,만호초교(만호마을),광주광역시 서구 금호동 780,서구 금호동,35.1323051972995,126.857896805081
503,서구,2319,만호마을(무등교회),광주광역시 서구 금호동 598-24,서구 금호동,35.1322482373812,126.85107045963
504,서구,2320,만호마을(만호초교),광주광역시 서구 금호동 595,서구 금호동,35.1321878924366,126.8503032987
505,서구,2322,상무해광한신아파트(계수초교),광주광역시 서구 치평동 1162,서구 치평동,35.1526418967152,126.840930083227
506,서구,2323,상무해광한신아파트(상무금호아파트),광주광역시 서구 치평동 1162,서구 치평동,35.1526418967152,126.840930083227
507,서구,2324,무등교회(서광주역),광주광역시 서구 매월동 314-26,서구 매월동,,
508,서구,2325,무등교회(만호마을),광주광역시 서구 매월동 314-31,서구 매월동,35.1274434395781,126.847238687236
509,서구,2326,칠성마을사거리(동림호반5차),광주광역시 서구 쌍촌동 807-29,서구 쌍촌동,35.1669923807356,126.863583318765
510,서구,2327,칠성마을사거리(유덕초교),광주광역시 서구 쌍촌동 1101,서구 쌍촌동,35.1665811400889,126.863306846294
511,서구,2328,김대중컨벤션센터(마륵)역(북)(김대중컨벤션센터),광주광역시 서구 치평동 1276,서구 치평동,35.1442213919001,126.840657204319
512,서구,2329,매월동(동)(대동고),광주광역시 서구 매월동 507,서구 매월동,35.1129532471189,126.84692327063
513,서구,2330,매월동(동)(절골입구(북)),광주광역시 서구 매월동 507,서구 매월동,35.1129532471189,126.84692327063
514,서구,2333,절골입구(북)(매월동(동)),광주광역시 서구 세하동 572-3,서구 세하동,35.1109813044267,126.828968614681
515,서구,2334,절골입구(북)(서창동주민센터),광주광역시 서구 세하동 602-2,서구 세하동,35.1109066518943,126.829146580195
516,서구,2335,운리초교입구(마재부영아파트),광주광역시 서구 풍암동 930,서구 풍암동,35.1220075075734,126.864534692453
517,서구,2336,운리초교입구(풍암동부센트리빌),광주광역시 서구 풍암동 901-1,서구 풍암동,35.1224638623755,126.863484920348
518,서구,2337,풍암동부센트레빌(풍암동부아파트),광주광역시 서구 풍암동 930,서구 풍암동,35.1220075075734,126.864534692453
519,서구,2338,풍암동부센트레빌(운리초교입구),광주광역시 서구 풍암동 926-3,서구 풍암동,35.1205522654004,126.86592266635
520,서구,2340,풍암SK뷰(풍암동부센트리빌),광주광역시 서구 풍암동 684-1,서구 풍암동,35.1180820199407,126.86628082828
521,서구,2341,전남고(상무금호아파트),광주광역시 서구 치평동 1172,서구 치평동,35.1485644035055,126.842994469826
522,서구,2342,전남고(전남고입구),광주광역시 서구 치평동 1172,서구 치평동,35.1485644035055,126.842994469826
523,서구,2343,상무역(북)(상무쌍용금호아파트),광주광역시 서구 치평동 1253,서구 치평동,35.1489256660684,126.848371367555
524,서구,2344,대우디오빌(운천저수지),광주광역시 서구 치평동 1170,서구 치평동,35.151636873894,126.847085932249
525,서구,2345,대우디오빌(농협운천지점),광주광역시 서구 치평동 1170,서구 치평동,35.151636873894,126.847085932249
526,서구,2346,풍암SK뷰(풍암대주아파트),광주광역시 서구 풍암동 684-1,서구 풍암동,35.1180820199407,126.86628082828
527,서구,2347,덕흥마을입구(덕흥동),광주광역시 서구 덕흥동 956-1,서구 덕흥동,35.1687984419841,126.835439705248
528,서구,2348,덕흥마을입구(덕흥삼거리),광주광역시 서구 덕흥동 966-4,서구 덕흥동,35.1687442022061,126.83545584078
529,서구,2349,덕흥삼거리(덕흥마을입구),광주광역시 서구 덕흥동 57,서구 덕흥동,35.166742970406,126.841373745864
530,서구,2350,덕흥삼거리(화니미지로),광주광역시 서구 덕흥동 57,서구 덕흥동,35.166742970406,126.841373745864
531,서구,2351,동산교차로(동산교차로(북)),광주광역시 서구 매월동 255-9,서구 매월동,35.1252518063088,126.850737169575
532,서구,2352,매월종합상가공구단지(서부농수산물도매시장),광주광역시 서구 매월동 946,서구 매월동,35.1177363821714,126.86023974899
533,서구,2353,매월종합상가공구단지(김치타운),광주광역시 서구 매월동 947,서구 매월동,35.1172234364547,126.860885001516
534,서구,2354,종합건설본부(염주사거리),광주광역시 서구 화정동 890,서구 화정동,35.1452533732299,126.872930930777
535,서구,2355,보훈회관(5.18민주화운동교육관)(상무시민공원),광주광역시 서구 치평동 1157,서구 치평동,35.1488532216229,126.838823712145
536,서구,2356,보훈회관(5.18민주화운동교육관)(김대중컨벤션센터),광주광역시 서구 치평동 1156,서구 치평동,35.1495357524185,126.838298233318
537,서구,2357,보훈회관(서)(여성발전센터),광주광역시 서구 치평동 1155,서구 치평동,35.15162576156,126.838317803691
538,서구,2358,보훈회관(서)(장암마을),광주광역시 서구 치평동 1155,서구 치평동,35.15162576156,126.838317803691
539,서구,2359,다사랑병원(서광주),광주광역시 서구 벽진동 산 49,서구 벽진동,35.1284054106649,126.837831045597
540,서구,2360,다사랑병원(서창농협벽진지점),광주광역시 서구 벽진동 274-3,서구 벽진동,35.1282304371546,126.839577827964
541,서구,2361,서창사거리(보훈회관(서)),광주광역시 서구 벽진동 178-30,서구 벽진동,35.1395878929174,126.831619565713
542,서구,2433,금호저수지입구(무등교회),광주광역시 서구 금호동 503-30,서구 금호동,35.1328467224659,126.848870127822
543,서구,2434,금호저수지입구(자활촌입구),광주광역시 서구 금호동 503-30,서구 금호동,35.1328467224659,126.848870127822
544,서구,2435,상무역(남)(농협운천지점),광주광역시 서구 마륵동 162-26,서구 마륵동,35.146116899878,126.848846806909
545,서구,2436,상무역(남)(희망가아파트),광주광역시 서구 마륵동 162-26,서구 마륵동,35.146116899878,126.848846806909
546,서구,2437,서구국민체육센터(월드컵경기장),광주광역시 서구 풍암동 산 14-61,서구 풍암동,35.12979307038,126.880687891606
547,서구,2438,서구국민체육센터(풍암우미아파트),광주광역시 서구 풍암동 산 14-61,서구 풍암동,35.12979307038,126.880687891606
548,서구,2439,월드컵경기장정문(월드컵경기장),광주광역시 서구 풍암동 423-2,서구 풍암동,35.1333418201427,126.877875272889
549,서구,2440,월드컵경기장정문(풍암모아아파트),광주광역시 서구 풍암동 산 198-5,서구 풍암동,35.1333136226379,126.872549987646
550,서구,2441,월드컵경기장주차장(월드컵경기장정문),광주광역시 서구 풍암동 423-2,서구 풍암동,35.1333418201427,126.877875272889
551,서구,2442,월드컵경기장주차장(서구국민체육센터),광주광역시 서구 풍암동 산 14-33,서구 풍암동,35.1304582062553,126.876921853713
552,서구,2443,유덕1교차로(화니미지로),광주광역시 서구 유촌동 350,서구 유촌동,35.1649569285028,126.848268405971
553,서구,2444,유덕1교차로(한국은행),광주광역시 서구 유촌동 350,서구 유촌동,35.1649569285028,126.848268405971
554,서구,2445,자활촌입구(금호저수지입구),광주광역시 서구 마륵동 3-1,서구 마륵동,35.1393754920842,126.848888896313
555,서구,2446,자활촌입구(희망가아파트입구),광주광역시 서구 마륵동 3-1,서구 마륵동,35.1393754920842,126.848888896313
556,서구,2447,화정우성아파트(월드컵경기장정문),광주광역시 서구 화정동 452-9,서구 화정동,35.1368516609458,126.872645092831
557,서구,2448,화정우성아파트(화정남초교),광주광역시 서구 화정동 452-9,서구 화정동,35.1368516609458,126.872645092831
558,서구,2449,희망가아파트(자활촌입구),광주광역시 서구 마륵동 162-76,서구 마륵동,35.1424691474835,126.848963394171
559,서구,2450,희망가아파트(상무역(남)),광주광역시 서구 마륵동 162-76,서구 마륵동,35.1424691474835,126.848963394171
560,서구,2451,광림초교입구(광암교입구),광주광역시 서구 동천동 756,서구 동천동,35.1714918898864,126.870755922211
561,서구,2457,월산행복주택아파트,광주광역서 서구 양동 458-1,서구 양동 ,,
562,서구,2458,닭전머리(우진아파트),광주광역시 서구 양동 443,서구 양동 ,35.1500887383233,126.902744127882
563,서구,2459,광신대교(동림I.C입구),광주광역시 서구 동천동 1,서구 동천동,35.1756851946059,126.844887504222
564,서구,2460,동림I.C입구(동천마을1단지),광주광역시 서구 동천동 60,서구 동천동,35.1743033159817,126.850690383778
565,서구,2461,동천동행정복지센터(칠성마을사거리),광주광역시 서구 동천동 654,서구 동천동,35.1708465271333,126.860289876177
566,서구,2462,동천동행정복지센터(동천마을3단지),광주광역시 서구 동천동 651,서구 동천동,35.1699818056802,126.863728053208
567,서구,2463,동천마을3단지(동림우미린아파트),광주광역시 서구 동천동 255,서구 동천동,35.1718714137582,126.865099699282
568,서구,2464,동천마을1단지(동천마을3단지),광주광역시 서구 동천동 251,서구 동천동,35.1721365729731,126.860466819764
569,서구,2465,동천우미린아파트(서영대학교),광주광역시 서구 동천동 265,서구 동천동,35.1716512406393,126.869152108182
570,서구,2466,동천마을6단지(광암교입구),광주광역시 서구 동천동 265,서구 동천동,35.1716512406393,126.869152108182
571,남구,3001,개동(학동(서창)),광주광역시 남구 압촌동 산 40-6,남구 압촌동,35.0918269964434,126.82662810279
572,남구,3002,개동(대촌한일베라체),광주광역시 남구 압촌동 산 55-13,남구 압촌동,35.091747114388,126.826550518949
573,남구,3003,구소,광주광역시 남구 구소동 42-4,남구 구소동,35.0532428063844,126.811633256373
574,남구,3004,구소(도덕),광주광역시 남구 구소동 695-10,남구 구소동,35.0539132639016,126.810658993675
575,남구,3005,농막(화장뒷길),광주광역시 남구 화장동 390-27,남구 화장동,35.0824738172323,126.807486112976
576,남구,3006,농막(시산),광주광역시 남구 화장동 390-27,남구 화장동,35.0824738172323,126.807486112976
577,남구,3008,대촌동행정복지센터(도촌),광주광역시 남구 지석동 211-1,남구 지석동,35.081256596485,126.834268949687
578,남구,3009,대촌동행정복지센터(하지석),광주광역시 남구 지석동 385,남구 지석동,35.0824743936757,126.83489765058
579,남구,3010,에너지밸리입구(상촌),광주광역시 남구 대지동 779-13,남구 대지동,,
580,남구,3011,에너지밸리입구(대촌한일베라체),광주광역시 남구 대지동 781-3,남구 대지동,,
581,남구,3012,대촌한일베라체(개동),광주광역시 남구 지석동 166-8,남구 지석동,35.0819337747919,126.831701163998
582,남구,3013,대촌한일베라체(지석사거리),광주광역시 남구 지석동 433-1,남구 지석동,35.0811903872851,126.831421653983
583,남구,3014,도덕(학촌),광주광역시 남구 구소동 806,남구 구소동,35.0585164320269,126.806171989809
584,남구,3015,도덕(구소),광주광역시 남구 구소동 805,남구 구소동,35.0591982945532,126.805423742848
585,남구,3016,도촌(대촌동주민센터),광주광역시 남구 도금동 461,남구 도금동,35.0777550073204,126.836634206244
586,남구,3017,도촌(상칠석),광주광역시 남구 도금동 464-7,남구 도금동,35.0771699062214,126.836417724965
587,남구,3018,무학초교(학촌),광주광역시 남구 월성동 281-2,남구 월성동,35.0663339630693,126.805676394964
588,남구,3019,무학초교(신장),광주광역시 남구 월성동 220-3,남구 월성동,35.0664244906331,126.806032921878
589,남구,3020,복수(포충사),광주광역시 남구 이장동 867-5,남구 이장동,35.0890890931153,126.856350562243
590,남구,3021,포충사(원산),광주광역시 남구 원산동 949-13,남구 원산동,35.0897518999064,126.850046739948
591,남구,3022,상지석(하지석),광주광역시 남구 지석동 379-17,남구 지석동,35.0865904346055,126.840370537905
592,남구,3023,상지석(원산),광주광역시 남구 지석동 440-7,남구 지석동,35.0864737765182,126.840286218438
593,남구,3024,대지동상촌(하촌),광주광역시 남구 대지동 721-15,남구 대지동,35.076034179716,126.822692819921
594,남구,3025,대지동상촌(대촌미곡처리장),광주광역시 남구 대지동 772-1,남구 대지동,35.0734024219506,126.822429124604
595,남구,3026,상칠석(도촌),광주광역시 남구 칠석동 913-12,남구 칠석동,35.074266591166,126.836886757553
596,남구,3027,하칠석.고싸움전수관(상칠석),광주광역시 남구 칠석동 616-3,남구 칠석동,35.0692778567464,126.835283396404
597,남구,3028,석교삼거리(구룡(대촌)),광주광역시 서구 용두동 578-1,서구 용두동,35.0933719878331,126.814654816158
598,남구,3029,석교삼거리(석정),광주광역시 서구 용두동 578-1,서구 용두동,35.0933719878331,126.814654816158
599,남구,3030,석정(시산),광주광역시 남구 석정동 산 2-2,남구 석정동,35.0877490049229,126.808920575013
600,남구,3031,석정(석교삼거리),광주광역시 남구 석정동 산 2-2,남구 석정동,35.0877490049229,126.808920575013
601,남구,3032,수춘(이장1동),광주광역시 남구 양과동 1276-8,남구 양과동,35.0849834338492,126.868330726716
602,남구,3033,수춘(양과동),광주광역시 남구 양과동 1237-18,남구 양과동,35.0851626756883,126.867878981409
603,남구,3034,승촌(승촌주택단지),광주광역시 남구 승촌동 13-1,남구 승촌동,35.0562684436725,126.783944564813
604,남구,3035,승촌,광주광역시 남구 승촌동 672-45,남구 승촌동,35.0568762573119,126.78466436549
605,남구,3036,승촌주택단지(유촌),광주광역시 남구 승촌동 842-1,남구 승촌동,35.0578596739529,126.786408581138
606,남구,3037,승촌주택단지(승촌),광주광역시 남구 승촌동 842-2,남구 승촌동,35.0580894907525,126.786594556722
607,남구,3038,시산(농막),광주광역시 남구 화장동 405-11,남구 화장동,35.0855495806033,126.807726711885
608,남구,3039,시산(석정),광주광역시 남구 화장동 405-11,남구 화장동,35.0855495806033,126.807726711885
609,남구,3040,신장(무학초교),광주광역시 남구 신장동 749-3,남구 신장동,35.0564380304725,126.816299387224
610,남구,3041,양과동(수춘),광주광역시 남구 양과동 583,남구 양과동,35.0852467437728,126.871372626561
611,남구,3042,양과동(향등),광주광역시 남구 양과동 583,남구 양과동,35.0852467437728,126.871372626561
612,남구,3043,양촌(대촌)(유촌),광주광역시 남구 양촌동 96-4,남구 양촌동,35.061639892927,126.793672151327
613,남구,3044,양촌(대촌)(학촌),광주광역시 남구 양촌동 709,남구 양촌동,35.061549149645,126.793739799085
614,남구,3045,원산(포충사),광주광역시 남구 원산동 961-2,남구 원산동,35.0883168915525,126.843881700544
615,남구,3046,원산(상지석),광주광역시 남구 원산동 961-2,남구 원산동,35.0883168915525,126.843881700544
616,남구,3047,월성(지동),광주광역시 남구 월성동 689-7,남구 월성동,35.0676765914366,126.800973012256
617,남구,3048,월성(학촌),광주광역시 남구 화장동 1116-11,남구 화장동,35.0707707317695,126.803406688813
618,남구,3049,유촌(승촌주택단지),광주광역시 남구 양촌동 672-1,남구 양촌동,35.0602409881203,126.790374691735
619,남구,3050,유촌(양촌),광주광역시 남구 양촌동 386-1,남구 양촌동,35.059960403799,126.790121522054
620,남구,3051,육묘장(하촌),광주광역시 남구 대지동 741-1,남구 대지동,35.070618796966,126.816249746034
621,남구,3052,육묘장(신장),광주광역시 남구 대지동 741-27,남구 대지동,35.0706972605999,126.816100572928
622,남구,3053,이장1동(이장2동),광주광역시 남구 이장동 818-11,남구 이장동,35.0876926664612,126.862709356141
623,남구,3054,이장1동(수춘),광주광역시 남구 이장동 259-6,남구 이장동,35.0871871121254,126.861778206744
624,남구,3055,이장2동(복수),광주광역시 남구 이장동 873-3,남구 이장동,35.0878926206654,126.858733499064
625,남구,3056,이장2동(이장1동),광주광역시 남구 이장동 850-14,남구 이장동,35.0884487520862,126.857489420341
626,남구,3057,지동(화장앞길),광주광역시 남구 화장동 974-16,남구 화장동,35.0727537075064,126.804050125749
627,남구,3058,지동(월성),광주광역시 남구 화장동 225-4,남구 화장동,35.0719674590608,126.804060885915
628,남구,3059,지석사거리(도촌),광주광역시 남구 지석동 174-11,남구 지석동,35.0810233805833,126.833325214361
629,남구,3060,지석사거리(대촌한일베라체),광주광역시 남구 지석동 171-14,남구 지석동,35.0811196754803,126.83354289581
630,남구,3061,칠석(하칠석/고싸움전수관),광주광역시 남구 칠석동 687-1,남구 칠석동,35.063922242005,126.835334169358
631,남구,3062,포충사(복수),광주광역시 남구 원산동 949-12,남구 원산동,35.0896754375648,126.85017134726
632,남구,3063,복수(이장2동),광주광역시 남구 이장동 867-5,남구 이장동,35.0890890931153,126.856350562243
633,남구,3064,하지석(상지석),광주광역시 남구 지석동 90-8,남구 지석동,35.0834599984363,126.83619518046
634,남구,3065,하지석(대촌동주민센터),광주광역시 남구 지석동 381-8,남구 지석동,35.0835434634855,126.836127137391
635,남구,3066,대지동하촌(육묘장),광주광역시 남구 대지동 693-1,남구 대지동,35.0733337579741,126.818485159678
636,남구,3067,대지동하촌(상촌),광주광역시 남구 대지동 747-26,남구 대지동,35.0731285235798,126.818369943233
637,남구,3068,하칠석.고싸움전수관(어전),광주광역시 남구 칠석동 926-4,남구 칠석동,35.0702109377595,126.834739258107
638,남구,3069,상칠석(하칠석/고싸움전수관),광주광역시 남구 칠석동 930-6,남구 칠석동,35.0740349123921,126.836532417341
639,남구,3070,학촌(도덕),광주광역시 남구 월성동 781,남구 월성동,35.0652810555643,126.802375514901
640,남구,3071,학촌(월성),광주광역시 남구 월성동 783,남구 월성동,35.0624511659555,126.803187540431
641,남구,3072,향등(송암동),광주광역시 남구 양과동 1181-10,남구 양과동,35.0905659103323,126.877024039184
642,남구,3073,향등(양과동),광주광역시 남구 양과동 1181-10,남구 양과동,35.0905659103323,126.877024039184
643,남구,3074,화장뒷길(화장앞길),광주광역시 남구 화장동 277-1,남구 화장동,35.0760004465032,126.803995655623
644,남구,3075,화장뒷길(농막),광주광역시 남구 화장동 271-1,남구 화장동,35.0758893057233,126.80432945944
645,남구,3076,화장앞길(지동),광주광역시 남구 화장동 1094-10,남구 화장동,35.0744932178304,126.803799271938
646,남구,3077,화장앞길(화장뒷길),광주광역시 남구 화장동 1094-10,남구 화장동,35.0744932178304,126.803799271938
647,남구,3078,양림휴먼시아2차(남광주역),광주광역시 남구 방림동 343-27,남구 방림동,35.1353637136611,126.917684349322
648,남구,3079,양림휴먼시아2차(양림휴먼시아1차),광주광역시 남구 방림동 343-3,남구 방림동,35.1354233685809,126.917529248894
649,남구,3080,양림휴먼시아1차(양림휴먼시아2차),광주광역시 남구 방림동 548-1,남구 방림동,35.1341844512949,126.912774572113
650,남구,3081,양림휴먼시아1차(봉선1동주민센터),광주광역시 남구 방림동 548-1,남구 방림동,35.1341844512949,126.912774572113
651,남구,3082,학림교(방림삼거리),광주광역시 동구 학동 1003-1,동구 학동 ,35.1335744349042,126.924494057849
652,남구,3084,방림삼거리(송림주택),광주광역시 남구 방림동 510-90,남구 방림동,35.1339020542775,126.918874112116
653,남구,3085,방림삼거리(학림교),광주광역시 남구 방림동 350-1,남구 방림동,35.1335071344077,126.918155278131
654,남구,3088,송림주택(방림삼거리),광주광역시 남구 방림동 464-4,남구 방림동,35.1314265672567,126.917829629638
655,남구,3089,송림주택(라인효친),광주광역시 남구 방림동 473-1,남구 방림동,35.13110377745,126.917679859038
656,남구,3090,우영아파트(빛고을복지회관),광주광역시 남구 방림동 20,남구 방림동,35.1292090615306,126.926433366805
657,남구,3091,백운우체국(서광중),광주광역시 남구 백운동 659-1,남구 백운동,35.1362137859377,126.897789635858
658,남구,3093,백운우체국(남구청),광주광역시 남구 백운동 659-1,남구 백운동,35.1362137859377,126.897789635858
659,남구,3094,백운초교(남)(무등시장입구(남)),광주광역시 남구 백운동 642-35,남구 백운동,35.1364458131016,126.900847289077
660,남구,3095,백운초교(북)(백운우체국),광주광역시 남구 백운동 210-8,남구 백운동,35.1380292977143,126.90136383273
661,남구,3096,서광중(백운우체국(북)),광주광역시 남구 백운동 659-1,남구 백운동,35.1362137859377,126.897789635858
662,남구,3097,서광중(석산고),광주광역시 남구 백운동 659-1,남구 백운동,35.1362137859377,126.897789635858
663,남구,3098,석산고(수피아여고),광주광역시 남구 백운동 588-23,남구 백운동,35.1363161410066,126.908094373257
664,남구,3099,석산고(서광중),광주광역시 남구 백운동 659-1,남구 백운동,35.1362137859377,126.897789635858
665,남구,3100,수피아여고(기독병원),광주광역시 남구 백운동 514-42,남구 백운동,35.135133967925,126.910699119954
666,남구,3101,수피아여고(석산고),광주광역시 남구 백운동 512-23,남구 백운동,35.1350427911067,126.910388481861
667,남구,3104,주월주택단지(남광주농협),광주광역시 남구 백운동 659-1,남구 백운동,35.1362137859377,126.897789635858
668,남구,3105,주월주택단지(신우아파트),광주광역시 남구 백운동 659-1,남구 백운동,35.1362137859377,126.897789635858
669,남구,3106,모아2차아파트(봉선삼익사거리),광주광역시 남구 봉선동 1058,남구 봉선동,35.127985255957,126.912931820198
670,남구,3107,모아2차아파트(라인효친),광주광역시 남구 봉선동 1058,남구 봉선동,35.127985255957,126.912931820198
671,남구,3108,봉선초교(양림휴먼시아1차),광주광역시 남구 봉선동 1053,남구 봉선동,35.1296279031541,126.910949030984
672,남구,3109,봉선초교(봉선라인광장),광주광역시 남구 봉선동 1053,남구 봉선동,35.1296279031541,126.910949030984
673,남구,3110,봉선라인광장(제석초교),광주광역시 남구 봉선동 1050,남구 봉선동,35.1278460028805,126.909376354071
674,남구,3111,봉선라인광장(봉선1동주민센터),광주광역시 남구 봉선동 1050,남구 봉선동,35.1278460028805,126.909376354071
675,남구,3112,제석초교(봉선라인광장),광주광역시 남구 봉선동 1050,남구 봉선동,35.1278460028805,126.909376354071
676,남구,3113,제석초교(봉선대화아파트),광주광역시 남구 봉선동 1050,남구 봉선동,35.1278460028805,126.909376354071
677,남구,3114,남구문화예술회관(봉선2동주민센터),광주광역시 남구 봉선동 1062,남구 봉선동,35.1222133113557,126.91802033762
678,남구,3115,남구문화예술회관(녹동),광주광역시 남구 봉선동 1068,남구 봉선동,35.1220536177041,126.91753043943
679,남구,3116,구남구청(봉선대화아파트),광주광역시 남구 봉선동 508-2,남구 봉선동,35.1243031491733,126.908005400983
680,남구,3117,구남구청(조봉초교),광주광역시 남구 봉선동 490-1,남구 봉선동,35.1225101949316,126.909375242948
681,남구,3118,라인효친(모아2차아파트),광주광역시 남구 봉선동 1061,남구 봉선동,35.1272191860831,126.916387505966
682,남구,3119,라인효친(송림주택),광주광역시 남구 봉선동 1061,남구 봉선동,35.1272191860831,126.916387505966
683,남구,3120,문성고(진월리채3차),광주광역시 남구 봉선동 596-1,남구 봉선동,35.1230969226578,126.907033649726
684,남구,3121,문성고(봉선대화아파트),광주광역시 남구 봉선동 596-1,남구 봉선동,35.1230969226578,126.907033649726
685,남구,3122,봉선대화아파트(문성고),광주광역시 남구 봉선동 산 152-6,남구 봉선동,35.1248888167656,126.906774562838
686,남구,3123,봉선라인아파트(봉선삼익아파트(남)),광주광역시 남구 봉선동 476-1,남구 봉선동,35.1255987096942,126.909360411978
687,남구,3124,봉선라인아파트(봉선대화아파트),광주광역시 남구 봉선동 476-1,남구 봉선동,35.1255987096942,126.909360411978
688,남구,3125,봉선삼익아파트(남)(봉선삼익사거리),광주광역시 남구 봉선동 469-13,남구 봉선동,35.1252688544213,126.911617086367
689,남구,3126,봉선삼익아파트(남)(봉선2동주민센터),광주광역시 남구 봉선동 484-4,남구 봉선동,35.1235197043198,126.912289842076
690,남구,3127,봉선삼익아파트(북)(유안초교),광주광역시 남구 봉선동 160-1,남구 봉선동,35.1257660429757,126.913107416181
691,남구,3128,봉선삼익아파트(북)(봉선삼익사거리),광주광역시 남구 봉선동 160,남구 봉선동,35.1259502377541,126.913297570093
692,남구,3129,봉선삼익사거리(모아2차아파트),광주광역시 남구 봉선동 921-27,남구 봉선동,35.1266725345054,126.911227077906
